Date,User,Tweet,positive_count,negative_count,positive_score,negative_score
2022-02-03,orclinvestments," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,Gambiste1," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,PrognosisStock,"$NVDA If tomorrow go above 250 I will take a LONG position with CALLs. Next target 50SMA 
 
Nice firm 
Nice Chart 
Above 150 and 200 SMA https://t.co/gVEDKzzxbZ",0,-1,0.0,-0.989352285861969
2022-02-03,santosbiswal88, Trading Ideas: $NVDA - Seasonal Tendencies burning out - March will be The Time https://t.co/sKYtNWd7Ju 📈 FREE trade-of-wee…,0,-1,0.0,-0.9981603026390076
2022-02-03,kunalagarwal25, Trading Ideas: $NVDA - Seasonal Tendencies burning out - March will be The Time https://t.co/sKYtNWd7Ju 📈 FREE trade-of-wee…,0,-1,0.0,-0.9981603026390076
2022-02-03,HeleDikkeKoe, Trading Ideas: $NVDA - Seasonal Tendencies burning out - March will be The Time https://t.co/sKYtNWd7Ju 📈 FREE trade-of-wee…,0,-1,0.0,-0.9981603026390076
2022-02-03,StockmanDuck,"Top tweeted stocks:
$FB $AMZN $SNAP $TSLA $AMD $SPOT $QCOM $AAPL $PINS $MSFT $NFLX $SPX $PYPL $F $DWAC $IBM $ES $AMC $NVDA $TWTR $KO $AMR $ARCH $ABBV $U $RIVN $LCID $BCC $RBLX $AA $COST $XLK $MOS $HAL $HOOD $SOFI $BABA $HSY $LMT $SHOP $VXX $HUM $BA $PENN 

 #stockstowatch https://t.co/vk5daCClnN",0,-1,0.0,-0.9952804446220398
2022-02-03,JustBlazeDro," Airbus, CH2M Hill, MetroHealth among first to try NVIDIA GRID vGPU with VMware  http://t.co/fpU4Z3gyHI http://t.co/308gz58lvk",0,-1,0.0,-0.9676028490066528
2022-02-03,Bluebel80617402, Want to gain the skills to organize and participate in successful Nonviolent Direct Action?  &amp;  have t…,1,0,0.7713220715522766,0.0
2022-02-03,StopMoneyPipe,Want to gain the skills to organize and participate in successful Nonviolent Direct Action?  &amp;  have teamed up to offer a powerful NVDA training series on Feb 8th &amp; 15th! Sign up for Part 1 here: https://t.co/bSIaO6kIHl https://t.co/Ehs9qkv6FX,1,0,0.5083908438682556,0.0
2022-02-03,totalinvestor1,$FB $SNAP $MAD $F $AAPL $NIO $SOFI $PYPL $T $PLTR $MSFT $INTC $NVDA $AMC #stocks with highest #trading volume today #stockmarket #investing https://t.co/L5cyOJuHxZ,0,-1,0.0,-0.9907841682434082
2022-02-03,4llProfits," 0DTE Friday Triggers🎯

🚗 $TSLA 970c &gt; 935 | 825p &lt; 890
⚡ $LCID 30c &gt; 28.50 | 24p &lt; 26.25
📺 $NFLX 450c &gt; 415 | 370p &lt; 402
🕹️ $…",0,-1,0.0,-0.9875816106796265
2022-02-03,ZenithTeslon," At some point in the next few years, I believe we will see-

$ABNB $300+
$COIN $500+  
$NVDA $400+ 
$TSLA $2000+
$SNOW $5…",0,-1,0.0,-0.9908939599990845
2022-02-03,ChartingOptions,"$NFLX with an official death cross today.

$AMZN $FB already in that order.

$MSFT $NVDA bear flag breakdowns just above their 200SMAs.

$AAPL $GOOGL still top right above all key MAs.

*Death cross = 200SMA crosses above the 50SMA within an evident downtrend + character change.",0,-1,0.0,-0.9877440333366394
2022-02-03,trndtrader,"[Scan results - #FTX - 15m]

Top 5 bullish trend on #PERP pair
1: $ASD
2: $IOTA
3: $TRYB
4: $KNC
5: $HUM

Top 5 bullish trend on #USD pair
1: $GLD
2: $USO
3: $ABNB
4: $MSTR
5: $NVDA

All #FTX results: https://t.co/ypxjbS79IW
Not buy signals",0,-1,0.0,-0.9993109703063965
2022-02-03,DYORCryptoBot,"[Scan results - #FTX - 15m]

Top 5 bullish trend on #PERP pair
1: $ASD
2: $IOTA
3: $TRYB
4: $KNC
5: $HUM

Top 5 bullish trend on #USD pair
1: $GLD
2: $USO
3: $ABNB
4: $MSTR
5: $NVDA

All #FTX results: https://t.co/kFG8XpNRPZ
Not buy signals",0,-1,0.0,-0.9992884397506714
2022-02-03,NVIDIAGFN," Thanks for bringing this to our attention. Let's get you talking to our Customer Care team, who can further assist you. You can speak to an agent here: https://t.co/11TwP2gmHJ",1,0,0.9977253079414368,0.0
2022-02-03,KPuczkowskyj," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,Octobots8," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,NVIDIAGFN," Thanks for bringing this to our attention. Let's get you talking to our Customer Care team, who can further assist you. You can speak to an agent here: https://t.co/11TwP2gmHJ",1,0,0.9977253079414368,0.0
2022-02-03,mikemast77," 0DTE Friday Triggers🎯

🚗 $TSLA 970c &gt; 935 | 825p &lt; 890
⚡ $LCID 30c &gt; 28.50 | 24p &lt; 26.25
📺 $NFLX 450c &gt; 415 | 370p &lt; 402
🕹️ $…",0,-1,0.0,-0.9875816106796265
2022-02-03,itachitrade," 0DTE Friday Triggers🎯

🚗 $TSLA 970c &gt; 935 | 825p &lt; 890
⚡ $LCID 30c &gt; 28.50 | 24p &lt; 26.25
📺 $NFLX 450c &gt; 415 | 370p &lt; 402
🕹️ $…",0,-1,0.0,-0.9875816106796265
2022-02-03,gautambhowmick2,"$NVDA Thank you MSFT, AAPL, and GOOG for saving my portfolio 🙏🏽. They should replace NFLX w/ NVDA as the next FAANG! 👍",1,0,0.9037033915519714,0.0
2022-02-03,saikat_a1saikat," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,phaterpekarA," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,Veronic17644442," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,MoveMakerr," At some point in the next few years, I believe we will see-

$ABNB $300+
$COIN $500+  
$NVDA $400+ 
$TSLA $2000+
$SNOW $5…",0,-1,0.0,-0.9908939599990845
2022-02-03,ChrisCrypto14," At some point in the next few years, I believe we will see-

$ABNB $300+
$COIN $500+  
$NVDA $400+ 
$TSLA $2000+
$SNOW $5…",0,-1,0.0,-0.9908939599990845
2022-02-03,Dr_LDavey,"Got greedy, shoulda taken my W on NVDA yesterday 😅
Comeeee one greeeen Friday 🙏",0,-1,0.0,-0.9961668848991394
2022-02-03,ChronicCammm," 0DTE Friday Triggers🎯

🚗 $TSLA 970c &gt; 935 | 825p &lt; 890
⚡ $LCID 30c &gt; 28.50 | 24p &lt; 26.25
📺 $NFLX 450c &gt; 415 | 370p &lt; 402
🕹️ $…",0,-1,0.0,-0.9875816106796265
2022-02-03,AlertTrade,Trading Ideas: $NVDA - Seasonal Tendencies burning out - March will be The Time https://t.co/sKYtNWd7Ju 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t.co/mfJ5R5EDrD,0,-1,0.0,-0.9970325231552124
2022-02-03,FortniteGamingA, The next wave of invites for the chance to join our  limited time closed beta on iOS Safari &amp; Android have gone…,0,-1,0.0,-0.7879469990730286
2022-02-03,Patryk15846234," [Scan results - #FTX - 15m]

Top 5 bullish trend on #PERP pair
1: $ONT
2: $ASD
3: $DODO
4: $SC
5: $MCB

Top 5 bullish tr…",0,-1,0.0,-0.9986283779144287
2022-02-03,JessePi16223066," [Scan results - #FTX - 15m]

Top 5 bullish trend on #PERP pair
1: $ONT
2: $ASD
3: $DODO
4: $SC
5: $MCB

Top 5 bullish tr…",0,-1,0.0,-0.9986283779144287
2022-02-03,lhUsiWrfIhaP8yR," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,Pragya759," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,iBlessit," 0DTE Friday Triggers🎯

🚗 $TSLA 970c &gt; 935 | 825p &lt; 890
⚡ $LCID 30c &gt; 28.50 | 24p &lt; 26.25
📺 $NFLX 450c &gt; 415 | 370p &lt; 402
🕹️ $…",0,-1,0.0,-0.9875816106796265
2022-02-03,NVIDIAGFN," Thanks for bringing this to our attention. Let's get you talking to our Customer Care team, who can further assist you. You can speak to an agent here: https://t.co/11TwP2gmHJ",1,0,0.9977253079414368,0.0
2022-02-03,kejian1o," 0DTE Friday Triggers🎯

🚗 $TSLA 970c &gt; 935 | 825p &lt; 890
⚡ $LCID 30c &gt; 28.50 | 24p &lt; 26.25
📺 $NFLX 450c &gt; 415 | 370p &lt; 402
🕹️ $…",0,-1,0.0,-0.9875816106796265
2022-02-03,DrKornFlake, #AI for Healthcare -Ideation Workshop with NVIDIA and  : https://t.co/srSG7pndxo https://t.co/UC6TvABfFD,0,-1,0.0,-0.9941586256027222
2022-02-03,CblastBT,"0DTE Friday Triggers🎯

🚗 $TSLA 970c &gt; 935 | 825p &lt; 890
⚡ $LCID 30c &gt; 28.50 | 24p &lt; 26.25
📺 $NFLX 450c &gt; 415 | 370p &lt; 402
🕹️ $NVDA 255c &gt; 247 | 225p &lt; 238
⛽ $RIVN 70c &gt; 62.50 | 55p &lt; 59
💳 $AFRM 65c &gt; 62 | 50p &lt; 55

100 ❤️ to Unlock Premarket Bonus Picks https://t.co/mqsiHi0YoQ",0,-1,0.0,-0.9899495840072632
2022-02-03,PositiveInvst,"We don't know how much longer the market remains this volatile, but there are EXCELLENT long term opportunities here. How often do you look @ a chart and say ""I wish I bought that dip""?

Well - a few years from now, THIS PERIOD OF TIME is that dip.

$AMZN $FB $TSLA $NVDA $PLTR",1,0,0.9875767230987549,0.0
2022-02-03,Gxsss5," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
2022-02-03,AisharyaG," Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC:…",0,-1,0.0,-0.9926262497901917
