,User,Tweet,Time
268,LuchesiPhilippe,"✅je fais ce topo car je reçois des ❓sur le PEA PME (suite à ma dernière vidéo)

❌bcp se trompent et ne l'ouvrent pas indiquant qu'ils ont mis que 50 K€ sur le PEA, ya encore le tps

➡️Sauf que, si ya arrivée de 💰 d'un coup 
- héritage
- découverte de 100 BTC chez vous 
etc",2019-10-19 21:15:27+00:00
269,IAmRandomBot,Current #Bitcoin Price is $44634 #BTC #Crypto,2021-09-06 12:33:33+00:00
270,kryptojota,"RT @MrRobbieD: The @RichardHeartWin v. @PeterSchiff debate is coming up on Feb 23, 2022. Who's excited?  
RT to spread the word!

#Cryptocu…",2021-12-11 19:29:19+00:00
271,Ja______Ma,#SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/temltHfBd7,2020-02-18 18:39:33+00:00
272,flawlessonic,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2021-10-02 11:44:04+00:00
273,metaverse_vr007,"@PabloASXcobar @Ripple #xrp will settle some or all of the financial systems transactions  so the ""currency "" won't need to compete with #btc at all .
Store of value only imo",2021-04-01 18:13:05+00:00
274,rossy_lisa,@cryptailz @GemshoBTC @compass_mining Antminer s19pro for sale mines Btc at 110Th / s if interested https://t.co/5bC5xtyo60,2022-02-02 23:10:32+00:00
275,ff_orco,"RT @FTX_Official: If our Big Game ad airs at 8:20 EST you can win 8.2 BTC. The later it airs, the bigger the prize. 4 can win. #FTXContest…",2017-08-10 05:38:15+00:00
276,Themoneyisincr1,"RT @chancey333: 🟢#CheemsInu Going To The Moon💥     💥💥💥💥      💥🚀🚀🚀🚀

 #CHEEMSARMY #CINU #BSC #BSCGem #Doge
#Dogecoin #ShibaInu #cryptocurren…",2021-05-14 21:52:22+00:00
277,RicardoCoatza,"RT @juanbiter: En el video te cuento como EEUU incauto 94.643 #bitcoin del hack a Bitfinex y que pasara con esos $BTC

Rusia parece entende…",2009-10-04 13:27:24+00:00
278,ebrukahraman_35,"RT @hakanrecepogluu: #Bitcoin 

Arkadaşlar elinizde zararda olan coin varsa alış fiyatının ekran resmiyle birlikte bu tweet'in altına yorum…",2021-05-08 07:42:01+00:00
279,Snizatcher1724,Anytime I decide to take profit it goes straight to $ETH I haven’t bought $BTC since 2014…… https://t.co/nXsm79B7nI,2020-07-21 03:31:19+00:00
280,1Aktasmusa,"RT @KriptoCeltics: 📢 Ufak bir hediye
100$ için yapmanız gerekenler🤑

👉Beni takip et

👉Twiti rt+beğen

Çekiliş yarın 23.00’da açıklanacaktır…",2019-11-22 16:56:39+00:00
281,Jakak96212837,"RT @tsantanasorare: ⚽️ #Giveaway Sorare ⚽️

Pour mon premier concours je fais gagner notre numéro 🔟 emblématique: Dimitri Payet 🔥

Valeur :…",2021-06-05 10:08:07+00:00
282,scottjulie76,@TedShreddington Dm rn with your btc wallet 🎁,2020-08-24 04:23:46+00:00
283,TechMoneyFuture,"RT @CredibleCrypto: $BTC holding up well here but we are still up against monthly resistance and the ""focal point"" of that resistance is be…",2021-01-30 03:19:27+00:00
284,FZUMRAk,RT @SeymaKahr: We want to see you among us in this giant project that will bring a new breath to online racing games!!! A breathtaking race…,2021-12-18 10:18:49+00:00
285,dbly007,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2016-12-11 05:24:39+00:00
286,marianojordana,"RT @FavioSchneeberg: 👉El 24/1 se indico un stop claro en 35300 para #BTC  Se indicaron objetivos, 43/45/48, de los cuales 2/3 estan logrado…",2016-07-12 20:32:50+00:00
287,EagleEyeTrader_,@AspenSignals This guy is an XRP holder pretending to be a BTC maxi.,2021-08-03 14:33:23+00:00
288,CHalexov2016,@okx #Btc,2016-04-23 04:29:32+00:00
289,zxdcvcxlzxcvcx,"#Russia makes a 360 degree turn on #crypto / $Btc after banning it in January.
#Ukrain is the world's most cryptofriendly country. The bill will be passed in Russia 18 February the latest.
No coincidence... Where are those funds going.... 

https://t.co/JQyPhpiHAt",2014-11-16 06:03:46+00:00
290,IAmBitcoinBot,Current #Bitcoin Price is $44634 #BTC #Crypto,2021-10-01 17:41:03+00:00
291,yoimonoyoimono,"「くじを引く」ボタンをクリックして

無料 #Bitcoin をゲットしましょう。 #BTC

https://t.co/04vHO4MwEi
 #良いもの情報",2017-07-26 00:27:39+00:00
292,JigokuKuray,"RT @Shiuuto: #Speedconcours  2x 1000€ PayPal ou BTC
2 gagnant
pour participer : RT + follow 
@Shiuuto

 et 
@deyyto

Tag un @ dans les mess…",2020-03-04 19:04:02+00:00
293,Adrian_btc,@peremayol @joantubau Analfabet,2020-10-06 21:53:42+00:00
294,AndieDog,"Do you have #ANDIE in your portfolio? 🤔
Buy now to win later! 💎
TRADE ➡️ WIN
HOLD   ➡️ WIN

🥞 Buy on Pancakeswap: https://t.co/Mf8XmrPos2
 ⭐️(Check Slippage, might need 12%)

📜 Contract: 0x25378ACc7c0e639F14bc9609dCC7B7B59A7C4835

#BSC #BNB #holding #DeFi #Tokens #Crypto #BTC",2021-12-06 23:24:44+00:00
295,klever_u,"RT @SamTheCarpetMan: If you build it, they will come! 

@Klever_io team is building! These are hungry and clever nerds, too! 

#Klever 💜 #k…",2021-02-26 21:40:54+00:00
296,MosenShamsi,"RT @AltcoinDailyio: LET'S DISCUSS TODAY'S #CRYPTO NEWS INCLUDING:

-- USA SEIZES $3.6B OF $BTC
-- $AAVE, $MATIC, $ETH
-- $INJ, $SIDUS, $SAN…",2021-12-30 07:15:58+00:00
297,iamsadielane,#btc https://t.co/nzY5nHNSNC,2020-07-08 19:45:06+00:00
298,FZUMRAk,RT @SeymaKahr: How to earn money by playing games? Nft? It's about combining it into a single coin that is popular all over the world. Inve…,2021-12-18 10:18:49+00:00
299,BendiSetiawan3,"@Bedrockswap $4000 ROCK #Airdrop is Live
Follow @Bedrockswap 
Retweet this Tweet and Tag 2 Friends
Submit Form:https://t.co/alr48PIydP
1000 Winners, Airdrop Ends: 2/15/22
#BSC #Giveaway #Bedrockswap #BTC https://t.co/yasqQjZNk8

@Gopri16 @Ipind17 @Supri330",2020-10-08 14:16:00+00:00
300,sinyorkripto,"#Bitcoin ‘de gelişmeler oluyor yaşanıyor fakat şu anda yaşanan gelişmeler yeterli değil…

İlgi çekici bir olaylara olacak veya #Btc vatandaşın parasını enflasyon dan koruma seviyesinde yükseliş gösterecek ki para akışı artsın…

Bekledik, bekleriz, kazanacağız…

#SHIB #RACA",2021-10-10 19:48:03+00:00
301,stalin78611476,"Drop your #ETH address in the replies, 
💰follow me, RT + ❤
I'm gonna be dropping a Prize #NFTs 🎁 to random wallet
(make sure it's $ETH) !!!

Good Luck 🎉🍀

#NFTGiveaway 👍 $SHIB $BTC $ETH $LTC $DOGE $JOZ $ADA $MATIC",2021-10-12 14:33:12+00:00
302,SleepyH33932753,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2021-07-03 17:55:41+00:00
303,Jas_of_the_sky,"@intocryptoverse By the time BTC hits $100k, there won't be any avoiding the cryptoverse.",2022-02-04 04:25:21+00:00
304,arel_btc,"@MetaMask when are you airdroping your coin ? 

#ethereum #eth #bitcoin #btc #crypto #binance #polygon #bsc #polkadot #solana #kusama #NFT",2018-06-13 17:37:34+00:00
305,hakanrecepogluu,"#Bitcoin 

Arkadaşlar elinizde zararda olan coin varsa alış fiyatının ekran resmiyle birlikte bu tweet'in altına yorum olarak bırakın,yarin inceleyelim.

#BTC #eth #bnb #shib #slpusdt #CHZ #DYDXUSDT #luna #MATIC #kava #ATOM #ALGO #TLM #ALICE #FIL #Metaverse #xrp #FTM #JST #TRX",2021-04-16 20:18:56+00:00
306,Pretty65656,@MrInvest007 @BTC_Archive Whales Are Silently Buying More Bitcoin,2009-10-22 20:00:37+00:00
307,shira5555,"RT @TillAudrey: The great storm of #giveaway

50,000$ in $ETH winners! 50 lucky🎉🎉🎉🎉🎉

To win:💸💸💸

1. Follow👤

2. Like👍👍👍 &amp; Retweet🔃

3. Dro…",2022-01-30 02:42:25+00:00
308,Madalincatalin1,RT @SaudiTube1: Proof of Work #xrpthestandard #XRP #XRPHolders #XRPUSDT #xrpcommmunity #BTC #ETH #ethereum #ETHGasPrice #ethgate https://t.…,2021-01-31 20:45:27+00:00
309,Mgsmith4Smith,@Crypto_Standard @NoCrypticCrypto @JeffBooth @CoinCornerDanny @danheld @RaoulGMI @saylor @CathieDWood @WendyRogersAZ @BTC_Archive @DylanLeClair_ @Heilpernlayah__ @natbrunell I agree that #Bitcoin is truth so what does that make shitcoins? https://t.co/Vui8hVwYRz,2013-09-25 08:58:21+00:00
310,1Aktasmusa,"RT @KriptoCeltics: 🎁🥳🎉Şubat Çekilişi🎉🥳🎁

🔥1 kişiye Iphone 13 Pro Max🔥

✅Hesabı Takip Et
✅Tweeti RT+FAV

⏰14 Şubat sonuçlar açıklanır

#Bitc…",2019-11-22 16:56:39+00:00
311,scottjulie76,@plusdavina Dm rn with your btc wallet 🎁,2020-08-24 04:23:46+00:00
312,cryptoassetsguy,RT @PrecisionTrade3: #XRP is BULLISH!! 👏 Broke through resistance levels and reached the 2.618! 👀 YASSSS!! We should retrace at least a lit…,2012-05-14 17:13:01+00:00
313,pull_colo,"RT @afpbbcom: 米、盗難ビットコイン4200億円押収 過去最高額
https://t.co/awZoydalYU
米司法省は8日、2016年に暗号資産（仮想通貨）取引所から盗まれたビットコイン（Bitcoin）9万4000BTC（単位）超を押収したと発表した。時価3…",2010-12-24 15:55:56+00:00
314,Boscho5555,"RT @MrRobbieD: The @RichardHeartWin v. @PeterSchiff debate is coming up on Feb 23, 2022. Who's excited?  
RT to spread the word!

#Cryptocu…",2018-03-15 15:47:14+00:00
315,3hunnatheArtist,"Congrats to @Benjamin_BTC He got  an #NFT Airdrop. Bitbomb(2) The Animated Version.

Doing weekly giveaways 💯💯💯👌👌

Bitbombs Minting on @stxnft
https://t.co/HoLEkQe1Im

#STX #Stacks #NFts #NFTart #NFTLaunch #NFTDrop #BTC #NFTCommmunity #NFTGiveaway #STXBTC #NFT https://t.co/J2ZAbSnLOs",2021-09-20 15:00:05+00:00
316,ZairaBigwin,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2020-06-13 05:07:19+00:00
317,DerrickTheRick,"@TheEliteCrypto $JEDI is the next Big Thing
🚀Locked liquidity
🚀Certik Audit Applied for
🚀CMC CG Applied for
🚀#CG #CMC #Eth #BTC #Shibnobi #Dogenobi #Metaverse #Sandbox #VR #Crypto #AMC #BSC",2021-08-10 04:11:44+00:00
318,m_khattab369,"RT @alsialy85: #BTC  

🟢 44800

🔵 48000

🔴 stop 43700",2021-11-11 03:54:46+00:00
319,mark_your_lee,"RT @Crypt0m4j0r: 🔥CMS &amp; DEXTOOLS TRENDING🔥

#ETH #ETHEREUM #Presale #BSCGem #BSCGems #BTC  #Rewards #dogecoin #shiba #FLOKI #MOONSHOT #Baby…",2021-03-09 23:18:00+00:00
320,AttilaSovereign,RT @PrecisionTrade3: #XRP is BULLISH!! 👏 Broke through resistance levels and reached the 2.618! 👀 YASSSS!! We should retrace at least a lit…,2021-11-17 06:06:14+00:00
321,cryptocharts,Thoughts on $BTC #Bitcoin! See harisonhbn9718's idea on TradingView below. https://t.co/yZ2nHTwqIQ,2015-09-09 23:06:47+00:00
322,KracksCrypto,@SavageCharts Breakout could take $BTC to $48k. Will be watching closely,2022-01-03 15:49:30+00:00
323,Scrimsdiscord,RT @1x1nfts: GN #NFTCommunity Hope you all had a nice Wednesday❤️ First person to join discord gets an OG role👀💎 https://t.co/qz38Lim0SE #N…,2020-08-15 01:15:48+00:00
324,LingBar1,"RT @nftengineer: 🎉#NFTGiveaway🎉

🎁Prize :
🎁2x #NFTs (Worth ~ $1,000)💸💰
🎁5x Whitelist spots🎁

❕Rules :

1⃣ RT &amp;❤️
2⃣ Follow me &amp; @TheNFMs👍…",2021-03-19 17:04:31+00:00
325,BTC_Arrow,@empty_banks GOOD. That shit makes my blood boil.,2020-12-20 03:11:14+00:00
326,FthNya,"RT @agrichainx: 11 years ago today, Bitcoin reached $1

On the 9th of February 2nd, 2011, eleven years ago today, the price of bitcoin (BTC…",2021-12-04 11:46:24+00:00
327,mkyldryxxkmky,RT @DaCryptoGeneral: Countries are adopting #BTC slowly and steadily. Future of #Crypto is bullish 🚀,2021-06-10 09:27:38+00:00
328,airdrophesabii,"RT @KriptoCeltics: 🎁🥳🎉Şubat Çekilişi🎉🥳🎁

🔥1 kişiye Iphone 13 Pro Max🔥

✅Hesabı Takip Et
✅Tweeti RT+FAV

⏰14 Şubat sonuçlar açıklanır

#Bitc…",2014-11-18 23:29:15+00:00
329,crypto_ichigo,RT @kratos_harmony: .@harmonyprotocol fully trustless $ONE #Bitcoin Bridge 🌉 is now LIVE 🔥 The first trustless &amp; decentralized #BTC bridge…,2020-12-29 21:26:45+00:00
330,Ravoyd,@CryptoWhale You gonna be homeless soon too brother. $btc,2012-01-07 15:24:03+00:00
331,rhaneya2,RT @crypto_birb: Now we have countries accumulating $BTC for real,2020-06-06 09:19:04+00:00
332,Musham89552982,"RT @wazynft: #Concours 

Tentez de gagner ce NFT !

D’une valeur de 2 ETH (soit 5400$) 

Pour participer :
- RT + Follow @wazynft 
-follow…",2020-09-03 15:13:03+00:00
333,yejiapsavii,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2020-03-20 06:08:20+00:00
334,TheRebelClub3,"US Government now holds at least $4B in Bitcoin. The $BTC price only needs to 10,000x for US to be debt-free. So, incentives are aligned? 🤔",2021-10-18 21:06:29+00:00
335,BullingStocks,"2/9 trading summary:
$AMC and $GME rip today, catalyzed by news of the Melvin Capital investigation connected to illegal short selling
$BTC tests above $45,000 
$MARA and $RIOT both gain over 10%
$FB gains 5%, trying to recover from brutal previous losses https://t.co/CcYGIdCFje",2020-06-22 17:22:40+00:00
336,musayahsi16,"RT @sassamanlen: 📣📣📣🎁HEDİYE🎁📣📣📣

•2 kişiye 500$ (kişi başı 250$)🎁

•Beni ve @batmankripto takip et✔️

•Bu tweete retweet ve beğeni ile birl…",2020-06-11 17:27:43+00:00
337,BiZeepassurYT,"RT @wazynft: #Concours 

Tentez de gagner ce NFT !

D’une valeur de 2 ETH (soit 5400$) 

Pour participer :
- RT + Follow @wazynft 
-follow…",2021-12-10 19:20:41+00:00
338,crtpeye,"RT @agrichainx: 11 years ago today, Bitcoin reached $1

On the 9th of February 2nd, 2011, eleven years ago today, the price of bitcoin (BTC…",2015-08-19 06:58:30+00:00
339,bblcityx,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2022-01-01 06:40:36+00:00
340,nesli2333,RT @Kripto_Poyraz: #bitcoin de hacim negatif yönlü azalıyor.  Hacim stabilden yeniden pozitif artış yönünden artmaya başlayınca #btc tekrar…,2011-12-15 16:10:35+00:00
341,Unclejaggi,"RT @MrRobbieD: The @RichardHeartWin v. @PeterSchiff debate is coming up on Feb 23, 2022. Who's excited?  
RT to spread the word!

#Cryptocu…",2021-03-28 01:19:40+00:00
342,ladymarvel2012,@Crypto__Diva I will go after #BTC and $CVP. It is having good fundamental,2021-12-06 08:59:23+00:00
343,StefanManh,"RT @tranlevietduc: Did you know that you can set up a #savings plan with #cryptos? 
As on @bitpanda you can easily create #multiple savings…",2021-12-01 08:42:23+00:00
344,CryptoMike53,"Who will win this year's #SuperBowl? #Stellar #XLM has your answer!

#cryptocurrency #Bitcoin #Ethereum $XLm $BTC https://t.co/vD5fFdcDDV",2021-12-18 00:10:03+00:00
345,Khophoza1,"@CryptoJebb $DBA Token @DafriXchange, LBank, Hotbit, Pancakeswap, P2PB2B, Hotbit, Latoken, be ready for other Cex listing
 #Metaverse #GameFi #BSCGem #Solanart #nftart #BTC￼ #Crypto #altcoin #Ethereum #BSC￼ #Metaverse #Solana￼ #NFTs #TRX  #ETH",2021-05-06 03:52:43+00:00
346,aiyymauBgwinn,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-07-17 23:02:20+00:00
347,BitcoinFNewsPT,Capacidade de crescimento da Bitcoin Lightning Network atinge 3.400 BTC https://t.co/xRoUkvogBa,2016-10-26 14:37:39+00:00
348,LingBar1,"RT @nftengineer: 🎉#NFTGiveaway🎉

🎁Prize :
🥇1x Random #NFT💸💰

❕Rules :

1⃣ RT &amp;❤️
2⃣ Follow me👍
3⃣ Join my pinned giveaway📌

⏰Ends in 48hrs⏰…",2021-03-19 17:04:31+00:00
349,CriptoPasion,Apple anuncia una actualización de iPhone que podría permitir transacciones con Bitcoin - https://t.co/YUaBouwIrM #cryptocurrencies #criptomonedas #bitcoin #btc,2018-01-20 08:44:16+00:00
350,aykaranlik76,RT @crypt_engineer: 🔊🔊 Dünyanın en büyük #fastfood şirketi #Mcdonalds #Metaverse evrenin de sanal bir restoran kurmak için ticari marka baş…,2020-06-29 15:00:40+00:00
351,OasisCommunity_,"RT @OasisCommunity_: Drift Souls #Giveaway ☯️
Only 151 exist
3 Whitelist &amp; 1 #freeNFT  up for grabs!🔥
Rules:
☑️Follow 
@OasisCommunity_+ @O…",2021-09-13 23:52:34+00:00
352,USDTKoklaynAdam,"RT @Ekoanalizz: #XTZUSDT
GÜNLÜK GRAFİK
KIRILIMIN UCUNDA TAKİP EDİNİZ
ALSAT TAVSİYESİ DEĞİLDİR.
#BTC #BİNANCE https://t.co/QChQyJLxYo",2021-04-07 15:46:57+00:00
353,maurogcacace,RT @maurogcacace: Imagine Putin getting in #BTC .,2009-07-19 21:10:08+00:00
354,CryptoValueBot,"$BTC : 44681
$ETH : 3257.05
$ADA : 1.21
$SOL : 115.82
$BNB : 426.26
$MATIC : 2.02
$HIVE : 1.18
$PVU : 0.076862
$ZOON : 0.00285608
$SLP : 0.02908024
$AXS : 67.05",2021-09-01 05:38:25+00:00
355,Matecito16,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2020-06-18 02:38:54+00:00
356,c_brash,RT @c_brash: @jgisbyclark @cliffordinu_io @teadrinker000 $ClIFF is prepared for take off! Huge marketing campaign. Ever growing investment…,2022-01-01 18:59:30+00:00
357,MUSTAFAKILINC00,@BTC_Archive https://t.co/CgQJumj3Rk,2011-12-25 12:15:35+00:00
358,Zakoron1,"RT @PaganD: After thousands of combined hours and many late nights, the #BTC Bridge on #HarmonyONE has officially launched with @tranquil_f…",2019-02-05 00:54:05+00:00
359,stock4632,"Xtraders MARKET, STATE, VISUALIZATION..💸💸💸
https://t.co/9ksXmQnGj3

$ETH $ADA $SOL $DOT $LUNA $XLM $BTC $ATP $BNB $LTC $BCH $CRO 
$AAPL $tsla $qqq https://t.co/7AM9NVbWEu",2021-10-16 06:20:59+00:00
360,CitilUnal,RT @Ekoanalizz: Değerli dostlarım #gtc soruluyor onay için aşağı indiğini düşünüyorum. Oradaki stopları temizliyorlar. Hacimli kırılım sonr…,2018-06-20 22:15:19+00:00
361,CardanoNewsFeed,"XRP Rallies 50% in Just Five Days, Overtaking Cardano (ADA) and Solana (SOL) in Market Capitalization

💡 https://t.co/zM1bAZruok

#cardano #ADA #lovelace #bitcoin #cardanocommunity #adalovelace #altcoin #btc #blockchain $ADA #cardanonewsfeed #crypto https://t.co/GvO8gMJsus",2021-06-16 11:55:44+00:00
362,Forceetbonheur,"RT @Crypto_trade_fr: #Concours un peu fou mais j'assumerai!

JE FAIS GAGNER DE LA CRYPTO! CASSEZ MON WALLET! 😄 ( mais pas trop)

Chaque RT…",2020-06-18 11:46:56+00:00
363,khairaSock,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-04-23 16:55:38+00:00
364,pearls_samuel,@Crypto__Diva I'll go with $BTC but i think $CVP and $WFT are really doing good work too,2022-01-24 17:24:59+00:00
365,SeymaKahr,RT @Wd_cengoo: MAKING MONEY WITH THE GAME IS NOW VERY EASY. BECAUSE THE GAME OF THE FUTURE #BORNTORACENFT IS BOTH ENTERTAINING AND WINNING🚀…,2021-12-16 17:26:24+00:00
366,nomad_pilot,@Blockworks_ Will be a hellava lot higher than that “long-term”. $BTC 🚀,2013-11-07 16:25:23+00:00
367,blokeinwa,@AltcoinPsycho Wait until the US rug pulls them by dumping all the BTC they own/confiscated.,2016-06-10 11:28:45+00:00
368,JamalSalimi7,"RT @davidgokhshtein: $SHIB, are you following $BTC? 🤔

Anyone want to chart this?",2021-05-28 00:55:54+00:00
369,cryptoelica,"RT @pierre_crypt0: $BTC #Bitcoin - D1/H4 - Update

HTF (D1):
- Must hold = $39,000-41,000 confluence,
- Must break (was initial target if 3…",2021-03-20 05:45:48+00:00
370,bruindesimon,"📢Smooth Love Potion (SLP) broke out longest channel.

📋 Curated post from Publish0x
💎 Read or write articles and get 💰 #crypto #referral #earn #btc
https://t.co/yeRVjGNL3u",2015-12-20 13:49:51+00:00
371,finansdunyasi1,"Nereden nereye?.. 

#usd #euro #döviz #bist #enflasyon #eth #btc #USDT #busd #Bitcoin https://t.co/xk1XjL0LqY",2021-12-18 15:16:12+00:00
372,Mehdi_viii,RT @MiltonD52199644: Wen Lambo? @EverRise #LetUsIn #BinanceSmartChain #BSCGem #100xgem #1000xgem #BTC #ETH #altcoins #Altseason2022 #crypto…,2021-11-19 07:36:54+00:00
373,Gawure2018,RT @babydoge_usa: 🚀🚀🚀 Baby Doge To The Moon Soon 🚀 #BabyDogeCoin #BabyDogeClub #BabyDoge #BabyDogeArmy #Bitcoin #Btc #Ethereum #BNB #Binanc…,2013-07-06 12:04:01+00:00
374,DerrickTheRick,"@TheLondonCrypto $JEDI is the next Big Thing
🚀Locked liquidity
🚀Certik Audit Applied for
🚀CMC CG Applied for
🚀#CG #CMC #Eth #BTC #Shibnobi #Dogenobi #Metaverse #Sandbox #VR #Crypto #AMC #BSC",2021-08-10 04:11:44+00:00
375,c_brash,"@jgisbyclark @cliffordinu_io @teadrinker000 $ClIFF is prepared for take off! Huge marketing campaign. Ever growing investment portfolio. Staking. So many things to be BULLISH about! LFG!
#btc #bnb #eth #ada #sol #safemoon #kitty #shib #shinja #zinu #pinu #babydoge #dokage #doodles #bayc #mayc #punks #crypto #avax #neko https://t.co/BU6f9i4Y6Q",2022-01-01 18:59:30+00:00
376,Keiba430901,"3つのNo.1
①再現性 ②即金性 ③働きやすさ

毎月10万円以上目指せる👌

初心者でもOK✌

スマホ収入として
多くのユーザー様から
大変好評✨

今なら
登録していただくだけで
BTCの1億円分山分けキャンペーンに
参加することができます。
登録はコチラ↓
https://t.co/BeFv9DhtEZ",2014-06-21 03:08:15+00:00
377,JairTet,RT @elon75musk: Baby Doge To The Moon Soon 🚀 #BabyDogeCoin #BabyDogeClub #BabyDoge #BabyDogeArmy #Bitcoin #Btc #Ethereum #BNB #Binance #DeF…,2021-12-27 04:18:56+00:00
378,deltawinscityx_,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2020-07-05 05:28:32+00:00
379,okanemotobigwin,"RT @sDanieleGalipo: How much will bitcoin hit in february?🚀

#cryptocurrency #BSC #Bitcoin   #Coinbase #CoinMarketCap #BTC   #altcoins #Lit…",2021-08-25 05:22:40+00:00
380,Samin05153226,"RT @deficonnect: Hello world!

Our Metaverse/NFt platform, #DELTA7  is Live

Follow here to see more :https://t.co/Tn07OgwBQ9

Also start p…",2021-12-04 23:21:28+00:00
381,PLAN_0_NOT_69,"رح أنظم دورة مدفوعة حتى أعلمكم تعرفو تاريخ البيييير ماركت و تعرفو أن البووووول ماركت لم يبدأ بعد و هدية الدورة جهاز خارق للمشتركين و الرسوم 35 الف حتى ادفع مصاريف الداتا السرية اللي أشتريها من ديب ويب
#BTC
#البتكوين",2022-02-05 18:46:38+00:00
382,not_btc_advice,RT @Lukewearechange: Who said the government is not solution oriented? https://t.co/l4OMdepf1x,2018-01-17 17:00:03+00:00
383,alikhaledtabet1,"RT @FmgStacker: Hi guys long time no educational post. 
Here the Trade I took while on bottom hoop it helps.

$BTC/ USDT https://t.co/slvc9…",2020-12-07 18:37:43+00:00
384,HyungBigwin,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2022-01-08 19:08:25+00:00
385,Crypto_Nomad34,Well you said it yourself…BTC in a bear market outperforms gold in a bull market 😂 https://t.co/az0vA86g1D,2020-10-09 02:07:17+00:00
386,TyranitarCrypto,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2017-03-14 12:05:15+00:00
387,JoelWinDan,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-12-22 17:09:31+00:00
388,Croesus_BTC,"@LudiMagistR ya, i probably oversimplified this, and certainly assumed the same conditions were true in spot markets without hedging (which I think would be true, but possibly not)",2017-08-03 03:10:08+00:00
389,USDTKoklaynAdam,"RT @Ekoanalizz: #GTCUSDT 

4S GRAFİK
KIRILIM HACİMLİ BİR ŞEKİLDE GELİYOR TAKİP EDİLMELİ. ALSAT TUT TAVSİYESİ DEĞİLDİR.SİNYALLERİ BIRAKTIM.…",2021-04-07 15:46:57+00:00
390,CryptohKeeper,Why do only 9 out of 10 Day Traders make it? Look at anything in life that requires patience... #Bitcoin #BTC $BTC,2022-01-31 12:39:29+00:00
391,Amit97817696,"RT @BlackShibInuBSC: Crypto is quiet today, you know what most of you are sleeping on Black Shiba also! Wake up get rich! 
$BSHIB
#blackshi…",2021-10-22 10:37:42+00:00
392,fawwazwin,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-12-16 08:00:10+00:00
393,yuzumdekicicek,"RT @furkanstrade: ***** 🖐🏼 ÇEKİLİŞ VAR 🖐🏼  *****

Henüz emekleyen bir profil olarak, küçükte olsa güzel bir ortamımız oldu. Maddi olarak bü…",2020-02-04 18:38:23+00:00
394,mikealfred,"@Matt51459838 Yes because this GBTC is a trading position and I am using a small amount of leverage.

My main cold storage BTC and IRA GBTC is never traded.",2009-12-07 18:53:31+00:00
395,gregorhamza,"Az önce yine bir buluşmanın gerçekleştiğini amcaoglundan öğrendim. Bu sefer Spinoza değil Bitcoin konuşulmuş ve dedem 1 Bitcoin aldığını açıklamış, kripto camiasına duyurulur. BTC hareketleri de bunu doğruluyor. #kriptopara #Bitcoin #RACA #SHIB #spinoza https://t.co/1qxoWGdfN8",2011-03-19 23:01:28+00:00
396,GamesCoinsPrice,"The $SLP from @AxieInfinity is now at $0.02908 
📈 Is up 0.819% compare to 1 hour ago
📈 and is up 208.496% compare to 1 week ago
 #BTC #ETH #SLP",2021-12-22 00:47:48+00:00
397,JamalSalimi7,"RT @SerkanArikan06: Come join me in mining #TRX 

 #TRON  when you sign up you will receive 10.000 for free just for joining

https://t.co/…",2021-05-28 00:55:54+00:00
398,JamDaFunk,@Honey_btc I'd be happy to pump it for you.,2010-07-08 19:49:19+00:00
